DIS,08/14/2021,9.12
WMT,08/14/2021,5.8
BKR,08/14/2021,13.37
ZM,08/14/2021,9.19
PZR,08/14/2021,10.27
KT,08/14/2021,12.96
RI,08/14/2021,11.84
V,08/14/2021,10.28
TD,08/14/2021,11.14
AMZN,08/13/2021,10.49
NFXL,08/13/2021,6.36
GOOG,08/13/2021,12.37
SPY,08/13/2021,14.18
QQQ,08/13/2021,13.73
SHOP,08/13/2021,6.2
DIS,08/13/2021,12.88
WMT,08/13/2021,6.28
BKR,08/13/2021,13.13
ZM,08/13/2021,10.12
PZR,08/13/2021,6.29
KT,08/13/2021,5.76
RI,08/13/2021,10.47
V,08/13/2021,5.09
TD,08/13/2021,11.24
AMZN,08/12/2021,10.48
NFXL,08/12/2021,8.22
GOOG,08/12/2021,10.47
SPY,08/12/2021,14.11
QQQ,08/12/2021,9.12
SHOP,08/12/2021,12.42
DIS,08/12/2021,9.24
WMT,08/12/2021,11.25
BKR,08/12/2021,9.05
ZM,08/12/2021,10.77
PZR,08/12/2021,8.26
KT,08/12/2021,10.0
RI,08/12/2021,11.87
V,08/12/2021,8.8
TD,08/12/2021,10.27
AMZN,08/11/2021,14.15
NFXL,08/11/2021,8.89
GOOG,08/11/2021,8.6
SPY,08/11/2021,10.07
QQQ,08/11/2021,11.94
SHOP,08/11/2021,10.25
DIS,08/11/2021,6.94
WMT,08/11/2021,11.45
BKR,08/11/2021,9.78
ZM,08/11/2021,7.89
PZR,08/11/2021,8.03
KT,08/11/2021,14.21
RI,08/11/2021,6.78
V,08/11/2021,7.16
TD,08/11/2021,14.79
AMZN,08/10/2021,8.34
NFXL,08/10/2021,14.18
GOOG,08/10/2021,14.33
SPY,08/10/2021,12.11
QQQ,08/10/2021,7.73
SHOP,08/10/2021,14.7
DIS,08/10/2021,8.37
WMT,08/10/2021,12.89
BKR,08/10/2021,5.54
ZM,08/10/2021,10.77
PZR,08/10/2021,8.49
KT,08/10/2021,7.86
RI,08/10/2021,6.5
V,08/10/2021,6.55
TD,08/10/2021,6.56
AMZN,08/09/2021,6.88
NFXL,08/09/2021,7.51
GOOG,08/09/2021,10.78
SPY,08/09/2021,12.74
QQQ,08/09/2021,7.55
SHOP,08/09/2021,7.59
DIS,08/09/2021,12.26
WMT,08/09/2021,11.3
BKR,08/09/2021,8.05
ZM,08/09/2021,6.71
PZR,08/09/2021,6.93
KT,08/09/2021,11.17
RI,08/09/2021,12.83
V,08/09/2021,12.21
TD,08/09/2021,5.82
AMZN,08/08/2021,10.94
NFXL,08/08/2021,9.8
GOOG,08/08/2021,9.6
SPY,08/08/2021,11.75
QQQ,08/08/2021,10.9
SHOP,08/08/2021,5.69
DIS,08/08/2021,13.97
WMT,08/08/2021,7.97
BKR,08/08/2021,9.05
ZM,08/08/2021,9.53
PZR,08/08/2021,6.38
KT,08/08/2021,13.96
RI,08/08/2021,7.17
V,08/08/2021,6.12
TD,08/08/2021,9.59
AMZN,08/07/2021,13.34
NFXL,08/07/2021,5.25
GOOG,08/07/2021,5.88
SPY,08/07/2021,13.34
QQQ,08/07/2021,14.5
SHOP,08/07/2021,8.19
DIS,08/07/2021,8.76
WMT,08/07/2021,8.29
BKR,08/07/2021,10.36
ZM,08/07/2021,14.2
PZR,08/07/2021,13.34
KT,08/07/2021,8.92
RI,08/07/2021,10.81
V,08/07/2021,10.51
TD,08/07/2021,5.76
AMZN,08/06/2021,10.09
NFXL,08/06/2021,8.95
GOOG,08/06/2021,8.1
SPY,08/06/2021,13.68
QQQ,08/06/2021,8.08
SHOP,08/06/2021,11.7
DIS,08/06/2021,8.58
WMT,08/06/2021,5.99
BKR,08/06/2021,5.44
ZM,08/06/2021,12.24
PZR,08/06/2021,8.82
KT,08/06/2021,6.15
RI,08/06/2021,12.21
V,08/06/2021,7.76
TD,08/06/2021,6.76
AMZN,08/05/2021,10.6
NFXL,08/05/2021,11.82
GOOG,08/05/2021,8.94
SPY,08/05/2021,7.9
QQQ,08/05/2021,6.81
SHOP,08/05/2021,7.9
DIS,08/05/2021,14.19
WMT,08/05/2021,11.4
BKR,08/05/2021,12.59
ZM,08/05/2021,13.39
PZR,08/05/2021,14.85
KT,08/05/2021,5.77
RI,08/05/2021,13.56
V,08/05/2021,13.77
TD,08/05/2021,10.1
AMZN,08/04/2021,7.54
NFXL,08/04/2021,14.57
GOOG,08/04/2021,10.7
SPY,08/04/2021,6.78
QQQ,08/04/2021,11.46
SHOP,08/04/2021,8.68
DIS,08/04/2021,14.63
WMT,08/04/2021,13.0
BKR,08/04/2021,5.69
ZM,08/04/2021,10.75
PZR,08/04/2021,13.07
KT,08/04/2021,6.03
RI,08/04/2021,8.71
V,08/04/2021,8.61
TD,08/04/2021,8.28
AMZN,08/03/2021,9.91
NFXL,08/03/2021,6.48
GOOG,08/03/2021,11.02
SPY,08/03/2021,8.57
QQQ,08/03/2021,12.89
SHOP,08/03/2021,5.13
DIS,08/03/2021,10.68
WMT,08/03/2021,6.23
BKR,08/03/2021,14.87
ZM,08/03/2021,13.6
PZR,08/03/2021,5.54
KT,08/03/2021,13.34
RI,08/03/2021,11.73
V,08/03/2021,9.89
TD,08/03/2021,12.26
AMZN,08/02/2021,9.16
NFXL,08/02/2021,14.63
GOOG,08/02/2021,5.83
SPY,08/02/2021,9.25
QQQ,08/02/2021,8.59
SHOP,08/02/2021,7.42
DIS,08/02/2021,9.16
WMT,08/02/2021,10.7
BKR,08/02/2021,10.4
ZM,08/02/2021,5.9
PZR,08/02/2021,13.77
KT,08/02/2021,14.59
RI,08/02/2021,8.45
V,08/02/2021,12.56
TD,08/02/2021,6.32
AMZN,08/01/2021,11.75
NFXL,08/01/2021,12.19
GOOG,08/01/2021,8.07
SPY,08/01/2021,11.18
QQQ,08/01/2021,7.92
SHOP,08/01/2021,7.48
DIS,08/01/2021,9.82
WMT,08/01/2021,5.79
BKR,08/01/2021,5.02
ZM,08/01/2021,10.27
PZR,08/01/2021,8.18
KT,08/01/2021,11.39
RI,08/01/2021,9.08
V,08/01/2021,14.16
TD,08/01/2021,8.35
AMZN,07/31/2021,11.94
NFXL,07/31/2021,5.06
GOOG,07/31/2021,10.35
SPY,07/31/2021,13.03
QQQ,07/31/2021,5.52
SHOP,07/31/2021,7.94
DIS,07/31/2021,12.44
WMT,07/31/2021,9.28
BKR,07/31/2021,10.14
ZM,07/31/2021,9.02
PZR,07/31/2021,5.97
KT,07/31/2021,11.79
RI,07/31/2021,12.91
V,07/31/2021,5.67
TD,07/31/2021,13.19
AMZN,07/30/2021,9.84
NFXL,07/30/2021,6.39
GOOG,07/30/2021,9.75
SPY,07/30/2021,14.5
QQQ,07/30/2021,6.62
SHOP,07/30/2021,12.09
DIS,07/30/2021,11.37
WMT,07/30/2021,5.84
BKR,07/30/2021,10.42
ZM,07/30/2021,11.69
PZR,07/30/2021,10.44
KT,07/30/2021,9.07
RI,07/30/2021,14.82
V,07/30/2021,8.81
TD,07/30/2021,14.37
AMZN,07/29/2021,11.85
NFXL,07/29/2021,5.86
GOOG,07/29/2021,10.23
SPY,07/29/2021,10.1
QQQ,07/29/2021,14.17
SHOP,07/29/2021,8.09
DIS,07/29/2021,8.08
WMT,07/29/2021,11.64
BKR,07/29/2021,14.73
ZM,07/29/2021,5.9
PZR,07/29/2021,13.06
KT,07/29/2021,12.62
RI,07/29/2021,11.64
V,07/29/2021,8.66
TD,07/29/2021,14.69
AMZN,07/28/2021,10.97
NFXL,07/28/2021,6.28
GOOG,07/28/2021,8.64
SPY,07/28/2021,10.89
QQQ,07/28/2021,11.57
SHOP,07/28/2021,6.13
DIS,07/28/2021,7.35
WMT,07/28/2021,13.43
BKR,07/28/2021,11.48
ZM,07/28/2021,11.87
PZR,07/28/2021,10.19
KT,07/28/2021,12.76
RI,07/28/2021,13.37
V,07/28/2021,10.97
TD,07/28/2021,11.48
AMZN,07/27/2021,7.15
NFXL,07/27/2021,14.35
GOOG,07/27/2021,9.67
SPY,07/27/2021,14.21
QQQ,07/27/2021,11.82
SHOP,07/27/2021,5.97
DIS,07/27/2021,6.3
WMT,07/27/2021,14.64
BKR,07/27/2021,6.86
ZM,07/27/2021,7.75
PZR,07/27/2021,9.34
KT,07/27/2021,11.43
RI,07/27/2021,9.37
V,07/27/2021,14.59
TD,07/27/2021,6.77
AMZN,07/26/2021,6.71
NFXL,07/26/2021,7.77
GOOG,07/26/2021,14.16
SPY,07/26/2021,10.21
QQQ,07/26/2021,11.39
SHOP,07/26/2021,5.68
DIS,07/26/2021,8.99
WMT,07/26/2021,8.42
BKR,07/26/2021,6.35
ZM,07/26/2021,5.92
PZR,07/26/2021,11.6
KT,07/26/2021,13.84
RI,07/26/2021,13.29
V,07/26/2021,9.66
TD,07/26/2021,7.47
AMZN,07/25/2021,10.39
NFXL,07/25/2021,13.49
GOOG,07/25/2021,7.28
SPY,07/25/2021,13.19
QQQ,07/25/2021,11.09
SHOP,07/25/2021,10.01
DIS,07/25/2021,10.65
WMT,07/25/2021,7.14
BKR,07/25/2021,7.31
ZM,07/25/2021,12.64
PZR,07/25/2021,10.52
KT,07/25/2021,12.6
RI,07/25/2021,14.27
V,07/25/2021,5.69
TD,07/25/2021,14.57
AMZN,07/24/2021,13.75
NFXL,07/24/2021,5.68
GOOG,07/24/2021,5.14
SPY,07/24/2021,7.36
QQQ,07/24/2021,13.29
SHOP,07/24/2021,8.67
DIS,07/24/2021,9.25
WMT,07/24/2021,8.27
BKR,07/24/2021,7.05
ZM,07/24/2021,5.4
PZR,07/24/2021,12.39
KT,07/24/2021,9.37
RI,07/24/2021,10.84
V,07/24/2021,11.76
TD,07/24/2021,11.12
AMZN,07/23/2021,14.71
NFXL,07/23/2021,12.33
GOOG,07/23/2021,7.04
SPY,07/23/2021,7.42
QQQ,07/23/2021,14.02
SHOP,07/23/2021,13.79
DIS,07/23/2021,5.11
WMT,07/23/2021,6.52
BKR,07/23/2021,5.39
ZM,07/23/2021,11.28
PZR,07/23/2021,8.75
KT,07/23/2021,12.82
RI,07/23/2021,10.9
V,07/23/2021,13.23
TD,07/23/2021,10.15
AMZN,07/22/2021,8.02
NFXL,07/22/2021,11.83
GOOG,07/22/2021,10.22
SPY,07/22/2021,8.26
QQQ,07/22/2021,9.08
SHOP,07/22/2021,11.67
DIS,07/22/2021,13.62
WMT,07/22/2021,14.47
BKR,07/22/2021,7.75
ZM,07/22/2021,13.16
PZR,07/22/2021,9.72
KT,07/22/2021,6.13
RI,07/22/2021,7.29
V,07/22/2021,14.96
TD,07/22/2021,5.86
AMZN,07/21/2021,8.25
NFXL,07/21/2021,10.6
GOOG,07/21/2021,13.31
SPY,07/21/2021,13.33
QQQ,07/21/2021,6.72
SHOP,07/21/2021,5.15
DIS,07/21/2021,8.95
WMT,07/21/2021,9.06
BKR,07/21/2021,8.05
ZM,07/21/2021,10.99
PZR,07/21/2021,13.44
KT,07/21/2021,9.8
RI,07/21/2021,13.24
V,07/21/2021,14.67
TD,07/21/2021,13.51
AMZN,07/20/2021,11.11
NFXL,07/20/2021,6.05
GOOG,07/20/2021,7.36
SPY,07/20/2021,9.28
QQQ,07/20/2021,13.21
SHOP,07/20/2021,5.1
DIS,07/20/2021,6.71
WMT,07/20/2021,9.36
BKR,07/20/2021,5.76
ZM,07/20/2021,5.69
PZR,07/20/2021,6.86
KT,07/20/2021,14.84
RI,07/20/2021,8.83
V,07/20/2021,7.0
TD,07/20/2021,7.99
AMZN,07/19/2021,5.9
NFXL,07/19/2021,9.53
GOOG,07/19/2021,9.74
SPY,07/19/2021,8.46
QQQ,07/19/2021,10.44
SHOP,07/19/2021,7.26
DIS,07/19/2021,14.21
WMT,07/19/2021,7.93
BKR,07/19/2021,8.79
ZM,07/19/2021,7.12
PZR,07/19/2021,6.39
KT,07/19/2021,14.35
RI,07/19/2021,10.62
V,07/19/2021,11.55
TD,07/19/2021,8.39
AMZN,07/18/2021,10.17
NFXL,07/18/2021,8.86
GOOG,07/18/2021,14.23
SPY,07/18/2021,12.01
QQQ,07/18/2021,7.23
SHOP,07/18/2021,7.75
DIS,07/18/2021,6.17
WMT,07/18/2021,13.97
BKR,07/18/2021,11.94
ZM,07/18/2021,6.18
PZR,07/18/2021,12.76
KT,07/18/2021,5.63
RI,07/18/2021,6.71
V,07/18/2021,11.38
TD,07/18/2021,10.87
AMZN,07/17/2021,14.75
NFXL,07/17/2021,12.31
GOOG,07/17/2021,12.83
SPY,07/17/2021,7.73
QQQ,07/17/2021,6.7
SHOP,07/17/2021,11.61
DIS,07/17/2021,12.02
WMT,07/17/2021,8.18
BKR,07/17/2021,5.77
ZM,07/17/2021,13.15
PZR,07/17/2021,13.09
KT,07/17/2021,5.88
RI,07/17/2021,9.95
V,07/17/2021,14.33
TD,07/17/2021,5.86
