BKR,08-11-2021,9.11
ZM,08-11-2021,5.66
PZR,08-11-2021,12.35
KT,08-11-2021,7.32
RI,08-11-2021,7.97
V,08-11-2021,6.47
TD,08-11-2021,6.96
AMZN,08-10-2021,14.23
NFXL,08-10-2021,14.21
GOOG,08-10-2021,6.54
SPY,08-10-2021,7.75
QQQ,08-10-2021,8.0
SHOP,08-10-2021,10.82
DIS,08-10-2021,7.19
WMT,08-10-2021,11.14
BKR,08-10-2021,5.21
ZM,08-10-2021,13.63
PZR,08-10-2021,14.68
KT,08-10-2021,10.23
RI,08-10-2021,8.92
V,08-10-2021,6.35
TD,08-10-2021,8.51
AMZN,08-09-2021,10.38
NFXL,08-09-2021,6.86
GOOG,08-09-2021,13.88
SPY,08-09-2021,12.8
QQQ,08-09-2021,9.44
SHOP,08-09-2021,12.35
DIS,08-09-2021,5.54
WMT,08-09-2021,8.25
BKR,08-09-2021,14.26
ZM,08-09-2021,10.47
PZR,08-09-2021,14.8
KT,08-09-2021,11.18
RI,08-09-2021,6.28
V,08-09-2021,10.53
TD,08-09-2021,10.5
AMZN,08-08-2021,5.47
NFXL,08-08-2021,12.67
GOOG,08-08-2021,6.46
SPY,08-08-2021,10.87
QQQ,08-08-2021,6.36
SHOP,08-08-2021,11.48
DIS,08-08-2021,5.23
WMT,08-08-2021,6.18
BKR,08-08-2021,9.57
ZM,08-08-2021,7.57
PZR,08-08-2021,11.29
KT,08-08-2021,6.93
RI,08-08-2021,12.21
V,08-08-2021,7.45
TD,08-08-2021,11.35
AMZN,08-07-2021,8.11
NFXL,08-07-2021,10.9
GOOG,08-07-2021,6.14
SPY,08-07-2021,9.65
QQQ,08-07-2021,14.47
SHOP,08-07-2021,12.27
DIS,08-07-2021,7.06
WMT,08-07-2021,9.24
BKR,08-07-2021,13.12
ZM,08-07-2021,10.39
PZR,08-07-2021,12.96
KT,08-07-2021,7.57
RI,08-07-2021,12.89
V,08-07-2021,5.45
TD,08-07-2021,6.62
AMZN,08-06-2021,8.17
NFXL,08-06-2021,7.58
GOOG,08-06-2021,13.87
SPY,08-06-2021,9.13
QQQ,08-06-2021,9.58
SHOP,08-06-2021,6.08
DIS,08-06-2021,13.71
WMT,08-06-2021,14.63
BKR,08-06-2021,7.22
ZM,08-06-2021,12.83
PZR,08-06-2021,10.93
KT,08-06-2021,10.45
RI,08-06-2021,7.79
V,08-06-2021,14.07
TD,08-06-2021,14.79
AMZN,08-05-2021,12.96
NFXL,08-05-2021,6.2
GOOG,08-05-2021,7.21
SPY,08-05-2021,11.05
QQQ,08-05-2021,7.32
SHOP,08-05-2021,6.09
DIS,08-05-2021,10.18
WMT,08-05-2021,6.59
BKR,08-05-2021,10.57
ZM,08-05-2021,13.13
PZR,08-05-2021,10.56
KT,08-05-2021,13.77
RI,08-05-2021,10.54
V,08-05-2021,11.42
TD,08-05-2021,13.59
AMZN,08-04-2021,9.69
NFXL,08-04-2021,11.41
GOOG,08-04-2021,13.09
SPY,08-04-2021,11.11
QQQ,08-04-2021,14.15
SHOP,08-04-2021,8.47
DIS,08-04-2021,9.1
WMT,08-04-2021,11.89
BKR,08-04-2021,6.26
ZM,08-04-2021,10.01
PZR,08-04-2021,8.75
KT,08-04-2021,12.76
RI,08-04-2021,7.52
V,08-04-2021,12.83
TD,08-04-2021,10.18
AMZN,08-03-2021,10.94
NFXL,08-03-2021,6.04
GOOG,08-03-2021,5.84
SPY,08-03-2021,12.38
QQQ,08-03-2021,10.15
SHOP,08-03-2021,11.62
DIS,08-03-2021,13.74
WMT,08-03-2021,14.21
BKR,08-03-2021,13.59
ZM,08-03-2021,11.84
PZR,08-03-2021,8.99
KT,08-03-2021,10.92
RI,08-03-2021,14.63
V,08-03-2021,10.74
TD,08-03-2021,7.11
AMZN,08-02-2021,14.33
NFXL,08-02-2021,11.86
GOOG,08-02-2021,13.95
SPY,08-02-2021,11.08
QQQ,08-02-2021,10.41
SHOP,08-02-2021,9.96
DIS,08-02-2021,5.83
WMT,08-02-2021,13.91
BKR,08-02-2021,14.69
ZM,08-02-2021,7.39
PZR,08-02-2021,8.1
KT,08-02-2021,9.33
RI,08-02-2021,9.22
V,08-02-2021,9.85
TD,08-02-2021,8.32
AMZN,08-01-2021,5.7
NFXL,08-01-2021,6.02
GOOG,08-01-2021,8.77
SPY,08-01-2021,14.94
QQQ,08-01-2021,6.92
SHOP,08-01-2021,11.43
DIS,08-01-2021,9.46
WMT,08-01-2021,13.91
BKR,08-01-2021,12.7
ZM,08-01-2021,7.13
PZR,08-01-2021,14.74
KT,08-01-2021,9.76
RI,08-01-2021,9.58
V,08-01-2021,12.71
TD,08-01-2021,7.18
AMZN,07-31-2021,14.63
NFXL,07-31-2021,5.33
GOOG,07-31-2021,11.28
SPY,07-31-2021,11.54
QQQ,07-31-2021,5.53
SHOP,07-31-2021,5.28
DIS,07-31-2021,14.45
WMT,07-31-2021,5.63
BKR,07-31-2021,14.69
ZM,07-31-2021,10.42
PZR,07-31-2021,9.34
KT,07-31-2021,12.1
RI,07-31-2021,11.31
V,07-31-2021,11.1
TD,07-31-2021,13.83
AMZN,07-30-2021,9.17
NFXL,07-30-2021,12.72
GOOG,07-30-2021,10.66
SPY,07-30-2021,7.05
QQQ,07-30-2021,13.0
SHOP,07-30-2021,8.82
DIS,07-30-2021,10.55
WMT,07-30-2021,8.36
BKR,07-30-2021,12.68
ZM,07-30-2021,7.06
PZR,07-30-2021,6.24
KT,07-30-2021,8.25
RI,07-30-2021,8.88
V,07-30-2021,13.56
TD,07-30-2021,7.52
AMZN,07-29-2021,14.87
NFXL,07-29-2021,8.85
GOOG,07-29-2021,5.32
SPY,07-29-2021,12.99
QQQ,07-29-2021,12.87
SHOP,07-29-2021,9.56
DIS,07-29-2021,10.27
WMT,07-29-2021,11.78
BKR,07-29-2021,11.86
ZM,07-29-2021,8.24
PZR,07-29-2021,5.81
KT,07-29-2021,10.86
RI,07-29-2021,14.72
V,07-29-2021,5.28
TD,07-29-2021,10.83
AMZN,07-28-2021,10.1
NFXL,07-28-2021,13.33
GOOG,07-28-2021,13.36
SPY,07-28-2021,5.53
QQQ,07-28-2021,7.42
SHOP,07-28-2021,12.95
DIS,07-28-2021,12.98
WMT,07-28-2021,13.29
BKR,07-28-2021,6.89
ZM,07-28-2021,11.24
PZR,07-28-2021,9.15
KT,07-28-2021,6.7
RI,07-28-2021,9.97
V,07-28-2021,14.79
TD,07-28-2021,8.12
AMZN,07-27-2021,8.88
NFXL,07-27-2021,8.91
GOOG,07-27-2021,9.17
SPY,07-27-2021,10.43
QQQ,07-27-2021,8.58
SHOP,07-27-2021,12.53
DIS,07-27-2021,9.03
WMT,07-27-2021,12.65
BKR,07-27-2021,12.02
ZM,07-27-2021,5.73
PZR,07-27-2021,10.85
KT,07-27-2021,5.96
RI,07-27-2021,10.61
V,07-27-2021,7.93
TD,07-27-2021,12.63
AMZN,07-26-2021,8.3
NFXL,07-26-2021,7.07
GOOG,07-26-2021,11.07
SPY,07-26-2021,12.37
QQQ,07-26-2021,14.69
SHOP,07-26-2021,7.14
DIS,07-26-2021,11.92
WMT,07-26-2021,11.38
BKR,07-26-2021,8.5
ZM,07-26-2021,6.97
PZR,07-26-2021,6.8
KT,07-26-2021,7.04
RI,07-26-2021,5.8
V,07-26-2021,5.88
TD,07-26-2021,9.71
AMZN,07-25-2021,13.23
NFXL,07-25-2021,13.67
GOOG,07-25-2021,12.68
SPY,07-25-2021,14.41
QQQ,07-25-2021,10.35
SHOP,07-25-2021,12.96
DIS,07-25-2021,6.93
WMT,07-25-2021,7.8
BKR,07-25-2021,14.29
ZM,07-25-2021,12.8
PZR,07-25-2021,7.5
KT,07-25-2021,10.22
RI,07-25-2021,10.97
V,07-25-2021,5.42
TD,07-25-2021,13.12
AMZN,07-24-2021,14.64
NFXL,07-24-2021,9.51
GOOG,07-24-2021,7.88
SPY,07-24-2021,8.0
QQQ,07-24-2021,9.72
SHOP,07-24-2021,5.77
DIS,07-24-2021,6.9
WMT,07-24-2021,13.76
BKR,07-24-2021,11.38
ZM,07-24-2021,6.42
PZR,07-24-2021,13.97
KT,07-24-2021,14.0
RI,07-24-2021,9.32
V,07-24-2021,12.64
TD,07-24-2021,7.82
AMZN,07-23-2021,9.87
NFXL,07-23-2021,8.55
GOOG,07-23-2021,6.81
SPY,07-23-2021,14.22
QQQ,07-23-2021,14.21
SHOP,07-23-2021,8.72
DIS,07-23-2021,14.44
WMT,07-23-2021,9.04
BKR,07-23-2021,11.93
ZM,07-23-2021,9.98
PZR,07-23-2021,14.55
KT,07-23-2021,7.68
RI,07-23-2021,5.95
V,07-23-2021,9.31
TD,07-23-2021,9.38
AMZN,07-22-2021,9.34
NFXL,07-22-2021,12.34
GOOG,07-22-2021,8.2
SPY,07-22-2021,8.33
QQQ,07-22-2021,6.36
SHOP,07-22-2021,12.52
DIS,07-22-2021,11.8
WMT,07-22-2021,14.9
BKR,07-22-2021,6.83
ZM,07-22-2021,14.4
PZR,07-22-2021,10.06
KT,07-22-2021,12.59
RI,07-22-2021,8.87
V,07-22-2021,6.26
TD,07-22-2021,11.65
AMZN,07-21-2021,7.74
NFXL,07-21-2021,10.61
GOOG,07-21-2021,11.71
SPY,07-21-2021,12.95
QQQ,07-21-2021,8.54
SHOP,07-21-2021,13.78
DIS,07-21-2021,5.89
WMT,07-21-2021,14.85
BKR,07-21-2021,11.53
ZM,07-21-2021,11.62
PZR,07-21-2021,14.68
KT,07-21-2021,14.27
RI,07-21-2021,12.45
V,07-21-2021,7.31
TD,07-21-2021,6.83
AMZN,07-20-2021,9.57
NFXL,07-20-2021,11.18
GOOG,07-20-2021,6.5
SPY,07-20-2021,12.7
QQQ,07-20-2021,11.4
SHOP,07-20-2021,6.18
DIS,07-20-2021,10.3
WMT,07-20-2021,13.19
BKR,07-20-2021,5.54
ZM,07-20-2021,6.35
PZR,07-20-2021,10.19
KT,07-20-2021,13.36
RI,07-20-2021,5.72
V,07-20-2021,8.51
TD,07-20-2021,10.68
AMZN,07-19-2021,12.81
NFXL,07-19-2021,14.09
GOOG,07-19-2021,6.15
SPY,07-19-2021,14.4
QQQ,07-19-2021,9.99
SHOP,07-19-2021,13.25
DIS,07-19-2021,13.62
WMT,07-19-2021,11.8
BKR,07-19-2021,5.47
ZM,07-19-2021,9.05
PZR,07-19-2021,7.26
KT,07-19-2021,11.21
RI,07-19-2021,14.02
V,07-19-2021,5.55
TD,07-19-2021,12.03
AMZN,07-18-2021,13.1
NFXL,07-18-2021,9.33
GOOG,07-18-2021,12.65
SPY,07-18-2021,12.23
QQQ,07-18-2021,9.45
SHOP,07-18-2021,6.85
DIS,07-18-2021,14.62
WMT,07-18-2021,11.87
BKR,07-18-2021,13.77
ZM,07-18-2021,9.07
PZR,07-18-2021,9.66
KT,07-18-2021,8.05
RI,07-18-2021,11.07
V,07-18-2021,7.31
TD,07-18-2021,9.44
AMZN,07-17-2021,5.62
NFXL,07-17-2021,8.09
GOOG,07-17-2021,12.02
SPY,07-17-2021,5.08
QQQ,07-17-2021,10.77
SHOP,07-17-2021,11.52
DIS,07-17-2021,11.34
WMT,07-17-2021,11.61
BKR,07-17-2021,5.01
ZM,07-17-2021,11.51
PZR,07-17-2021,12.05
KT,07-17-2021,11.88
RI,07-17-2021,7.02
V,07-17-2021,12.73
TD,07-17-2021,5.01
